Events_id,Cities,campaign_id,Start_date,End_date,Products,Category,base_price,Promotions,offers,promo_type,quantity_sold_before_promo,quantity_sold_after_promo,No_USe,Reveneu_before_promo,Reveneu_after_promo,IR,ISU,store_id
20d916,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,57,376,188,17100,56400,39300,319,STCBE-1
eccfbe,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,364,451,451,313040,259866.2,-53173.8,87,STCHE-1
71a7a0,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,59,390,195,60180,198900,138720,331,STCHE-6
fd2628,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,437,1306,1306,1311000,3265000,1954000,869,STBLR-8
7b187a,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,82,644,322,83640,328440,244800,562,STVSK-1
345b49,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,76,600,300,77520,306000,228480,524,STMDU-2
1c4a78,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,27,31,31,1674,961,-713,4,STMLR-2
70c312,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,135,1068,534,47250,186900,139650,933,STHYD-4
1ee94b,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,68,470,235,23800,82250,58450,402,STHYD-0
c381ea,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,27,212,106,32130,126140,94010,185,STMLR-1
8724c8,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,363,1980,990,134310,366300,231990,1617,STCBE-4
8f3699,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,196,174,174,30576,20358,-10218,-22,STVSK-3
bfb2b4,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,133,1118,559,46550,195650,149100,985,STBLR-7
19e2f0,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,58,81,81,11020,7695,-3325,23,STCHE-7
a0d919,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,35,244,122,41650,145180,103530,209,STMDU-1
98c85b,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,38,266,133,13300,46550,33250,228,STMLR-2
d60641,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,351,305,305,54756,35685,-19071,-46,STHYD-0
a340fc,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,136,121,121,7480,4991.25,-2488.75,-15,STBLR-4
4dca21,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,252,1970,985,93240,364450,271210,1718,STVSK-1
ff18f2,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,260,681,681,780000,1702500,922500,421,STVSK-3
b79fd9,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,150,123,123,43500,26752.5,-16747.5,-27,STVJD-1
c23e33,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,49,69,69,9310,6555,-2755,20,STHYD-6
cf734f,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,51,406,203,60690,241570,180880,355,STHYD-4
0951b6,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,103,159,159,11330,8745,-2585,56,STMYS-1
413f48,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,61,468,234,62220,238680,176460,407,STVSK-0
de1ced,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,330,290,290,51480,33930,-17550,-40,STCHE-3
291ddf,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,267,2108,1054,53400,210800,157400,1841,STCBE-1
aa1bbd,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,25,22,22,1250,825,-425,-3,STCBE-0
53a947,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,39,36,36,16185,11205,-4980,-3,STBLR-1
b8f698,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,68,76,76,4420,2470,-1950,8,STMDU-3
13ad42,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,241,209,209,37596,24453,-13143,-32,STMDU-0
93e61f,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,92,120,120,5980,3900,-2080,28,STBLR-4
3070a3,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,68,76,76,4420,2470,-1950,8,STVSK-3
cf0a2a,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,92,147,147,10120,8085,-2035,55,STHYD-3
ae5745,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,68,61,61,28220,18986.25,-9233.75,-7,STCBE-4
695cd9,Trivandrum,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,21,164,82,6300,24600,18300,143,STTRV-1
b76614,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,33,47,47,2046,1457,-589,14,STMLR-0
d42636,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,25,20,20,1375,825,-550,-5,STBLR-6
d9d3f4,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,103,158,158,6695,5135,-1560,55,STMYS-1
8cbaa3,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,60,476,238,71400,283220,211820,416,STHYD-2
aaea9e,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,68,93,93,4420,3022.5,-1397.5,25,STTRV-0
34a266,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,24,140,70,28560,83300,54740,116,STMLR-0
b017e0,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,276,345,345,237360,198789,-38571,69,STMDU-3
7014a8,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,97,770,385,98940,392700,293760,673,STBLR-8
9e2de4,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,21,108,54,6300,16200,9900,87,STMLR-0
ec29f9,Trivandrum,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,21,19,19,8715,5913.75,-2801.25,-2,STTRV-1
5c50b6,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,90,25% OFF,0.25,OFF,55,45,45,4950,3037.5,-1912.5,-10,STHYD-6
e2a523,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,59,390,195,17700,58500,40800,331,STHYD-5
166a02,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,111,890,445,38850,155750,116900,779,STCHE-6
61b929,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,33,218,109,33660,111180,77520,185,STVSK-2
908a96,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,52,72,72,3224,2232,-992,20,STHYD-4
d0f417,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,89,112,112,5518,3472,-2046,23,STCBE-4
c4b10c,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,87,77,77,36105,23966.25,-12138.75,-10,STCHE-5
e39703,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,47,326,163,55930,193970,138040,279,STBLR-9
1.11E+11,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,43,48,48,8170,4560,-3610,5,STMYS-3
029ff8,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,169,236,236,29068,27196.64,-1871.36,67,STMLR-0
daff65,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,35,45,45,6650,4275,-2375,10,STMLR-0
108a63,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,30,22,22,1650,907.5,-742.5,-8,STHYD-3
e7d681,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,66,452,226,23100,79100,56000,386,STCHE-5
02fa4b,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,155,218,218,26660,25122.32,-1537.68,63,STVSK-4
2b0a40,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,82,546,273,28700,95550,66850,464,STHYD-2
406a98,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,264,361,361,45408,41601.64,-3806.36,97,STBLR-5
ad1849,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,119,107,107,6545,4413.75,-2131.25,-12,STCHE-1
cfa879,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,114,1004,502,39900,175700,135800,890,STCHE-4
d2b963,Vijayawada,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,48,374,187,48960,190740,141780,326,STVJD-0
2e3393,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,112,920,460,114240,469200,354960,808,STCHE-3
68718c,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,309,265,265,89610,57637.5,-31972.5,-44,STCHE-0
591730,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,90,25% OFF,0.25,OFF,64,53,53,5760,3577.5,-2182.5,-11,STBLR-2
7d1872,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,283,430,430,243380,247766,4386,147,STMYS-2
4b3df6,Trivandrum,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,61,468,234,62220,238680,176460,407,STTRV-1
55b461,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,21,17,17,8715,5291.25,-3423.75,-4,STMDU-0
6b26bc,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,24,18,18,1320,742.5,-577.5,-6,STHYD-2
dbd453,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,195,1552,776,39000,155200,116200,1357,STMLR-1
1fcb3a,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,89,72,72,4895,2970,-1925,-17,STVSK-4
0a45d8,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,196,303,303,168560,174588.6,6028.6,107,STTRV-0
e4235a,Vijayawada,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,90,25% OFF,0.25,OFF,33,30,30,2970,2025,-945,-3,STVJD-0
ca1e8f,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,54,334,167,64260,198730,134470,280,STHYD-1
aa76f1,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,42,65,65,7980,6175,-1805,23,STHYD-0
e8aca2,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,40,238,119,47600,141610,94010,198,STCBE-4
c8670a,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,343,1056,1056,1029000,2640000,1611000,713,STCHE-0
c99d18,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,54,436,218,64260,259420,195160,382,STCHE-7
bcbc28,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,253,389,389,217580,224141.8,6561.8,136,STVSK-1
d7e3d8,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,36,248,124,12600,43400,30800,212,STVJD-1
5991de,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,43,58,58,4730,3190,-1540,15,STMDU-0
4ad894,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,192,165,165,29952,19305,-10647,-27,STMLR-1
72f1c0,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,57,72,72,10830,6840,-3990,15,STVSK-4
465ef1,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,304,273,273,88160,59377.5,-28782.5,-31,STCHE-4
db76f3,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,294,438,438,50568,50475.12,-92.88,144,STBLR-0
8f4f8c,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,210,321,321,180600,184960.2,4360.2,111,STVJD-1
dd2475,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,325,289,289,94250,62857.5,-31392.5,-36,STBLR-4
a0a2ec,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,346,491,491,59512,56582.84,-2929.16,145,STBLR-8
0f1be6,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,89,129,129,5518,3999,-1519,40,STCBE-2
5b357f,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,322,985,985,966000,2462500,1496500,663,STMDU-1
380012,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,56,50,50,23240,15562.5,-7677.5,-6,STMDU-3
3906da,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,90,25% OFF,0.25,OFF,33,27,27,2970,1822.5,-1147.5,-6,STMLR-2
c917a3,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,350,311,311,101500,67642.5,-33857.5,-39,STCHE-3
3a8b79,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,49,398,199,14700,59700,45000,349,STMDU-0
c48008,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,47,324,162,47940,165240,117300,277,STBLR-2
88a405,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,63,71,71,3906,2201,-1705,8,STMLR-2
1ba928,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,255,219,219,73950,47632.5,-26317.5,-36,STMDU-1
7d5e81,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,43,334,167,12900,50100,37200,291,STCHE-5
43feca,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,56,368,184,19600,64400,44800,312,STMDU-3
9779b0,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,85,128,128,5525,4160,-1365,43,STVSK-2
bd2635,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,327,310,310,94830,67425,-27405,-17,STHYD-5
4f255c,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,52,268,134,61880,159460,97580,216,STHYD-1
386fdc,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,257,364,364,44204,41947.36,-2256.64,107,STVSK-1
3df185,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,40,62,62,7600,5890,-1710,22,STCBE-2
a37f93,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,38,234,117,38760,119340,80580,196,STVSK-3
939435,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,24,192,96,7200,28800,21600,168,STMLR-2
38b760,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,33,252,126,33660,128520,94860,219,STMDU-0
660f7c,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,43,372,186,12900,55800,42900,329,STMYS-1
5c8b9f,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,187,289,289,32164,33304.36,1140.36,102,STMDU-1
9.57E+11,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,103,177,177,309000,442500,133500,74,STHYD-1
ddddb3,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,103,136,136,11330,7480,-3850,33,STBLR-2
90b2fb,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,59,402,201,17700,60300,42600,343,STCHE-6
cf9994,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,37,31,31,1850,1162.5,-687.5,-6,STCHE-5
fb4f00,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,80,102,102,15200,9690,-5510,22,STCHE-0
b41e58,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,255,377,377,219300,217227.4,-2072.6,122,STCBE-4
567271,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,78,102,102,5070,3315,-1755,24,STMDU-0
902a62,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,96,77,77,39840,23966.25,-15873.75,-19,STHYD-2
da5d21,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,92,125,125,5980,4062.5,-1917.5,33,STBLR-9
8f2264,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,124,184,184,7688,5704,-1984,60,STBLR-7
1e2a0e,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,329,467,467,56588,53817.08,-2770.92,138,STBLR-9
7a6449,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,131,203,203,8515,6597.5,-1917.5,72,STHYD-3
6.24E+11,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,206,1082,541,41200,108200,67000,876,STMLR-0
5aa413,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,43,218,109,51170,129710,78540,175,STCHE-1
11a64e,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,31,28,28,12865,8715,-4150,-3,STCHE-7
67820e,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,31,25,25,1550,937.5,-612.5,-6,STBLR-0
cd0d8e,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,66,77,77,12540,7315,-5225,11,STMDU-2
ee63b3,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,362,521,521,311320,300200.2,-11119.8,159,STHYD-4
abffa2,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,59,412,206,17700,61800,44100,353,STCHE-5
5487a6,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,358,315,315,55848,36855,-18993,-43,STBLR-0
0a4160,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,330,323,323,51480,37791,-13689,-7,STCHE-7
6422b4,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,255,425,425,43860,48977,5117,170,STCBE-0
6c7601,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,78,668,334,79560,340680,261120,590,STCBE-2
d3575d,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,210,268,268,180600,154421.6,-26178.4,58,STMLR-2
